[9/7/23, 8:51:45 AM] Yara: ‎Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them.
‎[9/7/23, 8:51:45 AM] Yara: ‎image omitted
[9/7/24, 4:59:31 PM] Ismael: Nembre
[9/7/24, 4:59:44 PM] Yara: Que traees
[9/7/24, 4:59:47 PM] Ismael: Lo terminé solo porque le van a sacar película
[9/7/24, 4:59:54 PM] Ismael: Que es que es
[9/7/24, 4:59:54 PM] Yara: Que horrible
[9/7/24, 5:00:04 PM] Ismael: Ps no me gustó
[9/7/24, 5:00:06 PM] Ismael: Oye
[9/7/24, 5:00:09 PM] Yara: Que te valga no?
[9/7/24, 5:00:15 PM] Ismael: La plantita que te regalé ya se murió?
[9/7/24, 5:00:18 PM] Yara: JAJAJAJ
[9/7/24, 5:00:26 PM] Yara: Mmmmm
[9/7/24, 5:00:36 PM] Yara: Me arruinas el chiste
[9/7/24, 5:00:38 PM] Yara: Bye
[9/7/24, 5:00:40 PM] Ismael: Ni sabes, no?
[9/7/24, 5:00:53 PM] Ismael: Que
[9/7/24, 5:00:57 PM] Yara: Pues definamos morir
[9/7/24, 5:01:05 PM] Ismael: Déjame verla
[9/7/24, 5:01:09 PM] Ismael: O como está
[9/7/24, 5:01:21 PM] Yara: Ay no
[9/7/24, 5:01:26 PM] Yara: Tas loco
[9/7/24, 5:01:29 PM] Yara: No voy a salir para eso
[9/7/24, 5:01:36 PM] Ismael: Pues
[9/7/24, 5:01:38 PM] Ismael: Dime cómo está
[9/7/24, 5:01:40 PM] Ismael: Descríbeme
[9/7/24, 5:01:44 PM] Yara: Pues está
[9/7/24, 5:01:51 PM] Ismael: Seca?
[9/7/24, 5:01:56 PM] Yara: Más muerta que viva
‎[9/7/24, 5:01:59 PM] Yara: ‎sticker omitted
[9/7/24, 5:02:03 PM] Ismael: Ay dio mío
[9/7/24, 5:02:04 PM] Ismael: Oye
[9/7/24, 5:02:06 PM] Yara: Que
[9/7/24, 5:02:10 PM] Ismael: Y si te doy la mía antes de irme?
[9/7/24, 5:02:12 PM] Yara: ?
[9/7/24, 5:02:13 PM] Ismael: Está muy viva
[9/7/24, 5:02:17 PM] Yara: No
[9/7/24, 5:02:30 PM] Ismael: Bueno
‎[9/7/24, 5:02:39 PM] Yara: ‎sticker omitted
[9/7/24, 7:08:42 PM] Yara: Oye
[9/7/24, 7:08:45 PM] Yara: Oye
[9/7/24, 7:09:07 PM] Ismael: mande
[9/7/24, 7:09:09 PM] Ismael: mira
‎[9/7/24, 7:09:48 PM] Ismael: ‎image omitted
[9/7/24, 7:17:27 PM] Yara: Que estas haciendo
[9/7/24, 7:17:50 PM] Yara: Wooow
[9/7/24, 7:18:07 PM] Ismael: jugando ajedrez
‎[9/7/24, 7:18:15 PM] Yara: ‎sticker omitted
[9/7/24, 7:18:39 PM] Ismael: 3rk2r/pp3p1p/5np1/1b2p3/4P3/Q1N5/PPP2PPP/3q2KR w k - 0 16
[9/7/24, 7:18:41 PM] Ismael: AY
[9/7/24, 7:18:43 PM] Ismael: eso no
[9/7/24, 7:19:03 PM] Yara: Que te pasa oye
[9/7/24, 7:19:06 PM] Yara: 3rk2r/pp3p1p/5np1/1b2p3/4P3/Q1N5/PPP2PPP/3q2KR w k - 0 16
‎[9/7/24, 7:19:07 PM] Ismael: ‎image omitted
[9/7/24, 7:19:11 PM] Ismael: eso
[9/7/24, 7:19:17 PM] Ismael: jijiji
[9/7/24, 7:20:09 PM] Yara: Pues tambien como te pones a jugar con alguien que se llama zachy360
[9/7/24, 7:20:11 PM] Yara: Daahhhh
[9/7/24, 7:20:36 PM] Yara: Y tu que haces?
[9/7/24, 7:20:41 PM] Yara: No nada
[9/7/24, 7:20:42 PM] Ismael: pura critica contigo
[9/7/24, 7:20:46 PM] Ismael: que haces tu
[9/7/24, 7:20:48 PM] Yara: Que bueno
[9/7/24, 7:20:52 PM] Yara: Callate ya
[9/7/24, 7:21:07 PM] Ismael: estoy jugando
[9/7/24, 7:21:10 PM] Ismael: perdon
[9/7/24, 7:22:25 PM] Ismael: sigues dibujando yarilin?
[9/7/24, 7:31:46 PM] Yara: Que te valga
[9/7/24, 7:34:37 PM] Ismael: oye
[9/7/24, 7:34:48 PM] Ismael: grosera
[9/7/24, 7:43:54 PM] Yara: Pues si tu
[9/7/24, 7:44:23 PM] Ismael: yara
[9/7/24, 7:44:24 PM] Ismael: perdon
[9/7/24, 7:44:34 PM] Ismael: ni me dejaste preguntarte
[9/7/24, 7:44:39 PM] Ismael: como que tratas de ganarme
[9/7/24, 7:51:46 PM] Yara: Si hombreee
[9/7/24, 7:51:49 PM] Yara: JAJAJA
[9/7/24, 7:52:05 PM] Ismael: no
[9/7/24, 7:52:09 PM] Ismael: en el fondo de mi veo temor
[9/7/24, 7:52:14 PM] Ismael: y veo sospechas
[9/7/24, 7:52:21 PM] Yara: Y
[9/7/24, 7:52:26 PM] Ismael: con mi fascinacion nueva
[9/7/24, 7:52:31 PM] Yara: Y
‎[9/7/24, 7:52:57 PM] Yara: ‎image omitted
[9/7/24, 7:53:12 PM] Ismael: Que es eso
[9/7/24, 7:54:24 PM] Ismael: grosera
[9/7/24, 7:54:32 PM] Ismael: hoy volvi a ver los gatos blancos
[9/7/24, 7:54:34 PM] Ismael: estan muy bonitos
[9/7/24, 7:54:40 PM] Ismael: uno tiene como los ojos grises
[9/7/24, 7:55:00 PM] Ismael: y el otro lo de diferente color
[9/7/24, 7:55:06 PM] Ismael: heterocromia creool
[9/7/24, 7:55:08 PM] Ismael: cro
[9/7/24, 7:55:09 PM] Ismael: creo
[9/7/24, 7:56:30 PM] Yara: Un gato
[9/7/24, 7:56:41 PM] Yara: Muy bien
‎[9/7/24, 7:57:18 PM] Yara: ‎image omitted
[9/7/24, 7:57:20 PM] Ismael: Que haces?
[9/7/24, 7:57:25 PM] Yara: Sigues
‎[9/7/24, 7:57:29 PM] Yara: ‎sticker omitted
‎[9/7/24, 7:57:56 PM] Yara: ‎image omitted
[9/7/24, 7:58:29 PM] Ismael: Que es
‎[9/7/24, 7:58:33 PM] Ismael: ‎sticker omitted
[9/7/24, 8:04:26 PM] Yara: No se
‎[9/7/24, 8:04:40 PM] Yara: ‎sticker omitted
‎[9/7/24, 8:04:58 PM] Yara: ‎image omitted
[9/7/24, 8:10:55 PM] Ismael: O dios mío
‎[9/7/24, 8:11:00 PM] Ismael: ‎sticker omitted
[9/7/24, 8:11:03 PM] Ismael: Que bonito
‎[9/7/24, 8:47:52 PM] Yara: ‎sticker omitted
[9/7/24, 8:47:57 PM] Yara: Era el mono?
[9/7/24, 8:49:12 PM] Ismael: sip
[9/7/24, 8:49:13 PM] Ismael: monito
‎[9/7/24, 8:49:37 PM] Yara: ‎image omitted
[9/7/24, 8:57:54 PM] Ismael: no me llegan las fakin notis
[9/7/24, 8:58:05 PM] Ismael: o dios mio yara
[9/7/24, 8:58:08 PM] Ismael: que es ese perro
[9/7/24, 8:58:47 PM] Yara: Apoco chi
[9/7/24, 8:58:53 PM] Yara: Es el de Juanito
‎[9/7/24, 8:58:56 PM] Yara: ‎sticker omitted
[9/7/24, 8:59:28 PM] Ismael: Chip
[9/7/24, 8:59:33 PM] Ismael: Cómo se llama
‎[9/7/24, 8:59:48 PM] Yara: ‎image omitted
[9/7/24, 9:00:01 PM] Ismael: Estás con Juanito?
[9/7/24, 9:00:05 PM] Yara: Chip
[9/7/24, 9:00:12 PM] Yara: Timmy
‎[9/7/24, 9:00:18 PM] Yara: ‎sticker omitted
‎[9/7/24, 9:01:00 PM] Yara: ‎image omitted
[9/7/24, 9:01:10 PM] Yara: Son fotos randoms jesusito
[9/7/24, 9:01:17 PM] Yara: X
[9/7/24, 9:01:39 PM] Ismael: Estás con Juanito?
Timmy
[9/7/24, 9:01:42 PM] Ismael: JSJSJS
[9/7/24, 9:01:55 PM] Ismael: Oki
[9/7/24, 9:01:58 PM] Ismael: X
[9/7/24, 9:01:58 PM] Yara: No vi
‎[9/7/24, 9:02:10 PM] Ismael: ‎image omitted
[9/7/24, 9:02:17 PM] Ismael: Iba con mi mamá
[9/7/24, 9:02:20 PM] Ismael: Estuvo muy bonito
‎[9/7/24, 9:02:24 PM] Ismael: ‎image omitted
[9/7/24, 9:02:31 PM] Ismael: Voy a cenar
[9/7/24, 9:02:31 PM] Ismael: Bai
‎[9/7/24, 9:05:06 PM] Yara: ‎image omitted
[9/7/24, 9:05:23 PM] Yara: Que bonito
‎[9/7/24, 9:05:29 PM] Yara: ‎sticker omitted
[9/7/24, 9:05:46 PM] Ismael: Wow
[9/7/24, 9:05:54 PM] Yara: Se mira asi por que esta polarizada?
[9/7/24, 9:06:03 PM] Yara: Provecho
[9/7/24, 9:06:08 PM] Yara: Quién eres
[9/7/24, 9:06:44 PM] Ismael: Esperaba a que me lo preguntes
[9/7/24, 9:06:46 PM] Ismael: Soy el famoso
[9/7/24, 9:06:50 PM] Ismael: Bobby Fischer
‎[9/7/24, 9:06:56 PM] Ismael: ‎sticker omitted
[9/7/24, 9:07:00 PM] Ismael: No se
[9/7/24, 9:08:19 PM] Ismael: GRACIAS!!
‎[9/7/24, 9:09:07 PM] Yara: ‎image omitted
[9/7/24, 9:09:19 PM] Yara: Pues donde la tomaste
‎[9/7/24, 9:09:25 PM] Yara: ‎sticker omitted
[9/7/24, 9:09:32 PM] Yara: Que traaaaes
[9/7/24, 9:09:37 PM] Yara: Shshh
[9/7/24, 9:09:49 PM] Ismael: Que
[9/7/24, 9:09:53 PM] Ismael: En el carro
[9/7/24, 9:10:06 PM] Ismael: Pero no se que tanto influyó que el carro esté polarizado
[9/7/24, 9:10:19 PM] Yara: Que
[9/7/24, 9:10:20 PM] Yara: Que
[9/7/24, 9:10:22 PM] Ismael: Nada
[9/7/24, 9:10:25 PM] Yara: Ay dios mio
[9/7/24, 9:10:27 PM] Yara: JAJAJAJA
‎[9/7/24, 9:10:31 PM] Yara: ‎sticker omitted
[9/7/24, 9:10:41 PM] Yara: Pues mucho obviamente
[9/7/24, 9:10:44 PM] Ismael: Mi honesta reacción
[9/7/24, 9:10:48 PM] Yara: Ay jesus
[9/7/24, 9:10:48 PM] Ismael: No!
[9/7/24, 9:10:51 PM] Yara: JAJJAJA
[9/7/24, 9:10:58 PM] Yara: Claro que si
[9/7/24, 9:11:01 PM] Yara: Y ya callate
‎[9/7/24, 9:12:23 PM] Yara: ‎image omitted
[9/7/24, 9:12:27 PM] Yara: Mesopotamio
[9/7/24, 9:14:25 PM] Ismael: Sshhhhhh
[9/7/24, 9:14:38 PM] Ismael: Eres muy mujer de acción para mí, un lobo solitario
[9/7/24, 9:15:22 PM] Ismael: Que es eso
‎[9/7/24, 9:15:22 PM] Yara: ‎image omitted
[9/7/24, 9:15:36 PM] Ismael: Que
[9/7/24, 9:15:48 PM] Yara: JAJAJA que es esooooo
[9/7/24, 9:16:18 PM] Ismael: No yara
[9/7/24, 9:16:44 PM] Ismael: No has leído la ley 34 de 48 leyes del poder
[9/7/24, 9:16:47 PM] Yara: Es que un día le quería escribir mensa a mi hermana y se escribió Mesopotamia y me gusta decirle asi a la gente pero como tu eres “”””niño””” pues le cambie el género a la palabra.
‎[9/7/24, 9:16:48 PM] Ismael: ‎sticker omitted
[9/7/24, 9:17:17 PM] Ismael: Buena historia
[9/7/24, 9:17:19 PM] Ismael: Me encanta
[9/7/24, 9:17:23 PM] Ismael: Hay que hacerle un libro
[9/7/24, 9:17:24 PM] Yara: Ponte a ver a vin disel
[9/7/24, 9:17:39 PM] Yara: Va
[9/7/24, 9:17:43 PM] Ismael: No me gusta
[9/7/24, 9:17:48 PM] Ismael: Oki
[9/7/24, 9:17:48 PM] Yara: Se nota
[9/7/24, 9:17:52 PM] Ismael: Contacta con la editorial
[9/7/24, 9:17:57 PM] Ismael: Le vamos a llamar
[9/7/24, 9:18:01 PM] Ismael: La estupidez de la raza negra
[9/7/24, 9:18:02 PM] Ismael: Va?
[9/7/24, 9:18:07 PM] Ismael: Hey
[9/7/24, 9:18:09 PM] Ismael: Era broma
[9/7/24, 9:18:11 PM] Ismael: Te quiero mucho
[9/7/24, 9:18:12 PM] Ismael: Mua
[9/7/24, 9:18:14 PM] Ismael: Hermosota
[9/7/24, 9:19:07 PM] Yara: JAJAJAJAJAJJAJA
[9/7/24, 9:19:15 PM] Yara: Le estaba contando a la majo menso
[9/7/24, 9:19:24 PM] Yara: Primer chiste que me da risa
[9/7/24, 9:19:26 PM] Yara: 👍
‎[9/7/24, 9:20:17 PM] Ismael: ‎sticker omitted
[9/7/24, 9:20:21 PM] Ismael: Tengo un chiste
[9/7/24, 9:20:24 PM] Ismael: Te va a gustar
[9/7/24, 9:20:27 PM] Ismael: Pero te lo cuento en persona
[9/7/24, 9:21:14 PM] Ismael: Estoy viendo un documental de osos
[9/7/24, 9:21:17 PM] Ismael: Como tú me mandaste
‎[9/7/24, 9:21:28 PM] Yara: ‎sticker omitted
[9/7/24, 9:21:33 PM] Ismael: Cuando mataste mis ganas de ver Naruto
[9/7/24, 9:21:40 PM] Yara: Yo
[9/7/24, 9:21:42 PM] Yara: Obvio
[9/7/24, 9:22:28 PM] Ismael: Sip
[9/7/24, 9:24:28 PM] Yara: Ei
‎[9/7/24, 9:24:49 PM] Yara: ‎image omitted
[9/7/24, 9:25:15 PM] Ismael: Tu
‎[9/7/24, 9:25:39 PM] Yara: ‎sticker omitted
‎[9/7/24, 9:26:53 PM] Yara: ‎image omitted
[9/7/24, 9:27:22 PM] Ismael: Tengo muy buena comprensión lectora
[9/7/24, 9:27:41 PM] Yara: Donde te conviene
‎[9/7/24, 9:28:07 PM] Yara: ‎sticker omitted
[9/7/24, 9:28:16 PM] Ismael: Como todo
‎[9/7/24, 9:28:24 PM] Ismael: ‎sticker omitted
[9/7/24, 9:28:36 PM] Yara: Si hombre
[9/7/24, 9:31:45 PM] Ismael: Si mujer
‎[9/7/24, 9:33:52 PM] Yara: ‎sticker omitted
[9/7/24, 11:31:00 PM] Ismael: hey
[9/7/24, 11:31:21 PM] Yara: Quien eres
[9/7/24, 11:31:28 PM] Ismael: ya te dije
[9/7/24, 11:31:34 PM] Ismael: nunca me haces caso
[9/7/24, 11:31:43 PM] Ismael: terminamos otra vez.
[9/7/24, 11:32:00 PM] Yara: De que me hablaaas
‎[9/7/24, 11:32:03 PM] Yara: ‎sticker omitted
[9/7/24, 11:32:16 PM] Ismael: tengo mucho sueño
[9/7/24, 11:32:20 PM] Ismael: que haces
[9/7/24, 11:32:27 PM] Yara: Y por que me pones hey
[9/7/24, 11:32:33 PM] Yara: Mmmmm
[9/7/24, 11:32:37 PM] Yara: Tik tok
[9/7/24, 11:32:42 PM] Ismael: no puedo o que
[9/7/24, 11:32:47 PM] Yara: La nt no
[9/7/24, 11:32:58 PM] Yara: No te voy a preguntar que haces asi como tu
[9/7/24, 11:33:03 PM] Yara: Cambiamos papeles
[9/7/24, 11:33:10 PM] Ismael: pues muy bien
[9/7/24, 11:33:20 PM] Ismael: mmmmmmm
[9/7/24, 11:33:26 PM] Ismael: como eres lloronsina
[9/7/24, 11:33:56 PM] Yara: Pues si tú
‎[9/7/24, 11:33:59 PM] Yara: ‎sticker omitted
[9/7/24, 11:34:15 PM] Ismael: si pues
[9/7/24, 11:34:25 PM] Ismael: µ
[9/7/24, 11:35:16 PM] Yara: µįėą
[9/7/24, 11:35:27 PM] Ismael: o dios mio
[9/7/24, 11:35:32 PM] Ismael: no entiendo0
[9/7/24, 11:35:36 PM] Yara: LA RACHAAAAA
[9/7/24, 11:35:40 PM] Yara: a ver cuando contestas
[9/7/24, 11:35:49 PM] Ismael: ay
‎[9/7/24, 11:35:56 PM] Yara: ‎sticker omitted
[9/7/24, 11:36:14 PM] Ismael: lo tenia en no molestar
[9/7/24, 11:36:19 PM] Ismael: IDSUCLPAME
[9/7/24, 11:42:00 PM] Yara: Wakalaa
[9/7/24, 11:42:03 PM] Yara: Que es eso
‎[9/7/24, 11:42:06 PM] Yara: ‎sticker omitted
[9/7/24, 11:42:58 PM] Ismael: letras
[9/7/24, 11:43:15 PM] Ismael: ya me voy a dormir
[9/7/24, 11:43:20 PM] Ismael: descsa yarilin
[9/7/24, 11:43:36 PM] Yara: Bye
[9/7/24, 11:43:58 PM] Ismael: ahora que te molesto
‎[9/7/24, 11:45:26 PM] Ismael: ‎sticker omitted
[9/7/24, 11:45:33 PM] Ismael: Descansa te quiero mucho!!!
[9/7/24, 11:46:00 PM] Yara: Igual
[9/7/24, 11:46:02 PM] Yara: Baiii
[9/7/24, 11:46:07 PM] Ismael: Nembre
[9/7/24, 11:46:11 PM] Ismael: Que te pasa
[9/7/24, 11:46:22 PM] Yara: Que que que que
[9/7/24, 11:46:25 PM] Yara: Calmese
[9/7/24, 11:46:27 PM] Ismael: Igual
[9/7/24, 11:46:28 PM] Ismael: Bai
[9/7/24, 11:46:29 PM] Ismael: Que es eso
[9/7/24, 11:46:40 PM] Yara: Tengo hambre
[9/7/24, 11:46:49 PM] Ismael: E
[9/7/24, 11:46:50 PM] Yara: Cómo te va a dormir a las 11
[9/7/24, 11:46:58 PM] Ismael: Tengo mucho sueño
[9/7/24, 11:47:02 PM] Ismael: Y ya son casi las 12
‎[9/7/24, 11:47:01 PM] Yara: ‎sticker omitted
‎[9/7/24, 11:47:04 PM] Ismael: ‎sticker omitted
[9/7/24, 11:47:12 PM] Yara: Pero no son o si?
[9/7/24, 11:47:14 PM] Yara: Toma
[9/7/24, 11:47:18 PM] Yara: Bai
[9/7/24, 11:47:24 PM] Ismael: Ai dio mío
[9/7/24, 11:47:27 PM] Ismael: Bai
[9/7/24, 11:47:28 PM] Ismael: Te amo
‎[9/7/24, 11:47:32 PM] Ismael: ‎sticker omitted
[9/7/24, 11:47:34 PM] Yara: Y yo a ti
[9/7/24, 11:47:40 PM] Ismael: Que cosa
‎[9/7/24, 11:47:42 PM] Yara: ‎sticker omitted
[9/7/24, 11:47:48 PM] Yara: Te amo
‎[9/7/24, 11:47:54 PM] Ismael: ‎sticker omitted
[9/7/24, 11:47:56 PM] Ismael: Mua
‎[9/7/24, 11:48:07 PM] Yara: ‎sticker omitted
[9/7/24, 11:48:17 PM] Ismael: Quítame eso
[9/7/24, 11:48:26 PM] Yara: Por que
[9/7/24, 11:48:29 PM] Yara: Me gusta
[9/7/24, 11:48:35 PM] Ismael: Ok
‎[9/7/24, 11:48:37 PM] Yara: ‎sticker omitted
‎[9/7/24, 11:48:45 PM] Ismael: ‎sticker omitted
[9/7/24, 11:48:50 PM] Yara: Esta astetic
‎[9/7/24, 11:49:22 PM] Ismael: ‎image omitted
[9/7/24, 11:49:27 PM] Ismael: Tarea yarilin
[9/7/24, 11:49:41 PM] Ismael: Ei si
[9/7/24, 11:49:42 PM] Yara: Todo ya lo hice
[9/7/24, 11:49:49 PM] Ismael: Te voy a bloquear
[9/7/24, 11:49:51 PM] Yara: No tengo tarea
[9/7/24, 11:49:52 PM] Ismael: Adiós
[9/7/24, 11:49:54 PM] Yara: QUEEEE
‎[9/7/24, 11:49:57 PM] Yara: ‎sticker omitted
[9/7/24, 11:50:03 PM] Ismael: Dar un beso
[9/7/24, 11:50:06 PM] Ismael: Lo hiciste?
[9/7/24, 11:50:09 PM] Yara: Si
[9/7/24, 11:50:11 PM] Yara: Al indi
[9/7/24, 11:50:17 PM] Yara: Le doy unos besotes
‎[9/7/24, 11:50:21 PM] Yara: ‎sticker omitted
[9/7/24, 11:50:24 PM] Yara: Lo amo
[9/7/24, 11:50:27 PM] Ismael: Oki
[9/7/24, 11:50:44 PM] Ismael: Y nunca juntamos a macondo y a indi
‎[9/7/24, 11:50:50 PM] Ismael: ‎sticker omitted
[9/7/24, 11:50:57 PM] Yara: Indi no se junta con cholos
[9/7/24, 11:51:04 PM] Ismael: Cuál cholo
[9/7/24, 11:51:10 PM] Ismael: Es bien llorón macondo
[9/7/24, 11:51:13 PM] Yara: Por gente como tu existe el clasismo
[9/7/24, 11:51:22 PM] Yara: Por eso
[9/7/24, 11:51:35 PM] Ismael: Pa na
[9/7/24, 11:51:46 PM] Yara: Indi es señor refinado, elegante, sociable y sofisticado
[9/7/24, 11:51:50 PM] Ismael: Está muy tontillo
‎[9/7/24, 11:51:50 PM] Yara: ‎sticker omitted
[9/7/24, 11:51:55 PM] Ismael: Se deja agarrar por cualquiera
[9/7/24, 11:51:57 PM] Yara: Y el tuyooo ‎<This message was edited>
[9/7/24, 11:52:02 PM] Yara: Pues llorón
[9/7/24, 11:52:12 PM] Ismael: El mío está chiquito
[9/7/24, 11:52:13 PM] Ismael: Déjalo
[9/7/24, 11:52:20 PM] Ismael: 6 meses
[9/7/24, 11:52:20 PM] Yara: De donde
[9/7/24, 11:52:33 PM] Yara: Indi superior en todo
[9/7/24, 11:52:37 PM] Yara: The best
‎[9/7/24, 11:52:41 PM] Yara: ‎sticker omitted
[9/7/24, 11:52:43 PM] Ismael: Todo es competencia para ti
[9/7/24, 11:52:49 PM] Yara: Y
[9/7/24, 11:52:54 PM] Yara: Algún problema
[9/7/24, 11:53:04 PM] Ismael: Eeeem
‎[9/7/24, 11:53:04 PM] Yara: ‎sticker omitted
[9/7/24, 11:53:08 PM] Ismael: O dios mío
[9/7/24, 11:53:23 PM] Ismael: Oye oye
[9/7/24, 11:53:25 PM] Ismael: Te acuerdas
[9/7/24, 11:53:26 PM] Yara: No se ni por que lo robe
[9/7/24, 11:53:30 PM] Ismael: Que te deje
[9/7/24, 11:53:32 PM] Ismael: 3-0
[9/7/24, 11:53:34 PM] Ismael: 😂😂😂
[9/7/24, 11:53:35 PM] Yara: Esta astetic
[9/7/24, 11:53:45 PM] Yara: Te deje ganar
[9/7/24, 11:53:45 PM] Ismael: Muy mala brouston
[9/7/24, 11:53:50 PM] Ismael: Ascole
‎[9/7/24, 11:53:54 PM] Yara: ‎sticker omitted
[9/7/24, 11:54:00 PM] Ismael: 😂
[9/7/24, 11:54:04 PM] Ismael: Muy mala yarilin
[9/7/24, 11:54:07 PM] Yara: Yo muy buena
[9/7/24, 11:54:11 PM] Yara: Tu malo
[9/7/24, 11:54:25 PM] Ismael: Que si yaraxel que si
[9/7/24, 11:54:31 PM] Yara: Te mato jesus
[9/7/24, 11:54:32 PM] Ismael: 🙄
[9/7/24, 11:54:33 PM] Yara: Te mato
[9/7/24, 11:54:47 PM] Ismael: Le voy a decir a los plebes que te digan así
[9/7/24, 11:54:50 PM] Ismael: Antes de irme
[9/7/24, 11:54:55 PM] Yara: Mi mamá es la única que me dice así
[9/7/24, 11:55:07 PM] Yara: Y mi tia pero no la e mirado
[9/7/24, 11:55:10 PM] Yara: Diles
‎[9/7/24, 11:55:14 PM] Yara: ‎sticker omitted
[9/7/24, 11:55:23 PM] Ismael: esta bonito
[9/7/24, 11:55:25 PM] Yara: Asi agarramos mas confianza
[9/7/24, 11:55:35 PM] Ismael: te voy a bloquear
[9/7/24, 11:55:43 PM] Yara: Suena como india
[9/7/24, 11:55:48 PM] Yara: Y por que
[9/7/24, 11:55:53 PM] Yara: Tu estas diciendo
[9/7/24, 11:56:04 PM] Ismael: mas confianza
[9/7/24, 11:56:05 PM] Ismael: ascole
‎[9/7/24, 11:56:12 PM] Yara: ‎sticker omitted
[9/7/24, 11:56:29 PM] Ismael: no
[9/7/24, 11:56:40 PM] Ismael: suena como producto de limpieza
[9/7/24, 11:56:45 PM] Yara: No
[9/7/24, 11:56:55 PM] Yara: Como esas totomecas
[9/7/24, 11:57:02 PM] Yara: O nahualts
[9/7/24, 11:57:03 PM] Yara: Asi
[9/7/24, 11:57:14 PM] Ismael: que grosera
‎[9/7/24, 11:57:17 PM] Yara: ‎sticker omitted
[9/7/24, 11:57:22 PM] Ismael: voy a hacer pipi
[9/7/24, 11:57:22 PM] Yara: Por qué
[9/7/24, 11:57:24 PM] Ismael: adios
[9/7/24, 11:57:27 PM] Yara: A ver
[9/7/24, 11:57:45 PM] Ismael: una vez te ofreci y no quisiste
[9/7/24, 11:57:50 PM] Ismael: ahora fokiu
[9/7/24, 11:58:03 PM] Yara: Tengo cámaras igual
[9/7/24, 11:58:13 PM] Ismael: pochi
‎[9/7/24, 11:58:26 PM] Yara: ‎sticker omitted
[9/7/24, 11:59:14 PM] Ismael: ya hice
[9/7/24, 11:59:19 PM] Ismael: me viste?
[9/7/24, 11:59:22 PM] Yara: A ver
[9/7/24, 11:59:30 PM] Ismael: a ver que
[9/7/24, 11:59:33 PM] Yara: Es que me distraje
‎[9/7/24, 11:59:37 PM] Yara: ‎sticker omitted
[9/7/24, 11:59:53 PM] Yara: Mmmm
[9/8/24, 12:00:04 AM] Yara: Todo quieres saber
[9/8/24, 12:00:13 AM] Yara: Buenos días
[9/8/24, 12:00:41 AM] Ismael: mmmmmm
[9/8/24, 12:00:48 AM] Ismael: buenos dias
[9/8/24, 12:00:58 AM] Ismael: tonta
[9/8/24, 12:01:53 AM] Yara: Grosero
[9/8/24, 12:02:03 AM] Yara: Vete a dormir
[9/8/24, 12:02:29 AM] Ismael: no quiero
[9/8/24, 12:02:32 AM] Ismael: te quiero ver
[9/8/24, 12:02:35 AM] Ismael: salimos el lunes
[9/8/24, 12:02:36 AM] Ismael: va
[9/8/24, 12:02:36 AM] Ismael: va
‎[9/8/24, 12:04:17 AM] Yara: ‎sticker omitted
[9/8/24, 12:04:27 AM] Yara: Oki
[9/8/24, 12:05:17 AM] Ismael: Ok
[9/8/24, 12:06:13 AM] Yara: Perdón
[9/8/24, 12:06:15 AM] Yara: Ashh
‎[9/8/24, 12:06:19 AM] Yara: ‎sticker omitted
[9/8/24, 12:06:35 AM] Ismael: Buenas noches
‎[9/8/24, 12:06:49 AM] Ismael: ‎sticker omitted
[9/8/24, 12:07:26 AM] Yara: Que te pasa
[9/8/24, 12:07:45 AM] Ismael: Ps tú y ese sticker
[9/8/24, 12:08:24 AM] Yara: Mmmmmm
[9/8/24, 12:08:28 AM] Yara: .
[9/8/24, 12:08:32 AM] Ismael: BUENAS NOCHES YARILIN DESCANSA TE AMO MUCHO!!!!
‎[9/8/24, 12:08:31 AM] Yara: ‎sticker omitted
[9/8/24, 12:08:43 AM] Yara: Buenas noches ismaelin
[9/8/24, 12:08:46 AM] Ismael: Y CONTÉSTAME IGUAL O ME ENOJO!!!
[9/8/24, 12:08:48 AM] Ismael: ok
[9/8/24, 12:08:50 AM] Yara: También te amo mucho
[9/8/24, 12:08:58 AM] Yara: Ya sabía
[9/8/24, 12:09:03 AM] Ismael: Pero yo más
[9/8/24, 12:09:06 AM] Ismael: Mua
‎[9/8/24, 12:09:11 AM] Ismael: ‎sticker omitted
‎[9/8/24, 12:09:17 AM] Yara: ‎sticker omitted
[9/9/24, 7:18:13 AM] Yara: Holii
[9/9/24, 8:55:45 AM] Ismael: Holi
[9/9/24, 9:36:01 AM] Ismael: HOLI
[9/9/24, 10:03:00 AM] Yara: Que haces ismaelin
‎[9/9/24, 10:03:02 AM] Yara: ‎sticker omitted
[9/9/24, 10:03:46 AM] Ismael: sali a andar en bici
[9/9/24, 10:03:49 AM] Ismael: ya llegue
[9/9/24, 10:03:51 AM] Ismael: me quiero dormir
[9/9/24, 10:04:08 AM] Ismael: tu yarlininin
‎[9/9/24, 10:04:37 AM] Yara: ‎image omitted
‎[9/9/24, 10:04:45 AM] Yara: ‎sticker omitted
[9/9/24, 10:04:56 AM] Yara: Y por que no te atropellaron
[9/9/24, 10:05:29 AM] Ismael: no me deje
[9/9/24, 10:05:37 AM] Ismael: Pues muy bien
[9/9/24, 10:06:18 AM] Yara: Malamente
‎[9/9/24, 10:06:21 AM] Yara: ‎sticker omitted
[9/9/24, 10:06:23 AM] Yara: No
[9/9/24, 10:06:27 AM] Yara: Ya me quiero ir
